"","Kode Barang","Nama Barang","Merk","No Org","No Prod","Mobil","Harga Jual","Harga Beli","Stok","max stok","Total Penjualan"
"","00004588","PR.WS IMPRA DARK MAHONY","","","","","80000","0","2","","62"
"","00004589","PR.WS IMPRA RED","","","","","80000","0","1","","29"
"","00004590","PR.WS IMPRA RED MAHONY","","","","","80000","0","1","","56"
"","00004591","PR.WS IMPRA ROTAN BROWN","","","","","80000","0","11","","35"
"","00004592","PR.WS IMPRA ROTAN GREY 1KG","","","","","85000","0","23","","56"
"","00004593","PR.WS IMPRA SALAK BROWN","","","","","75000","0","1","","61"
"","00004594","PR.WS IMPRA SHP BROWN","","","","","75000","0","13","","16"
"","00004595","PR.WS IMPRA WALNUT BROWN","","","","","75000","0","0","","86"
"","00004596","PR.WS IMPRA YELLOW","","","","","80000","0","2","","4"
"","00004597","PR.WS IMPRA YELLOW BB","","","","","80000","0","9","","20"
"","00004598","PR.ZCP GREEN PROPAN 1KG","","","","","NaN","0","0","",""
"","00004599","PR.ZEBRA PRO CLEAR GLOSS","","","","","NaN","0","0","",""
"","00004600","PR.ZEBRA PRO FLUORESCENT GREEN-7202","","","","","NaN","0","0","",""
"","00004601","PR.PRIMTOP TROPICANA 2.5 KG","","","","","112000","0","0","","1"
"","00004602","PROCRETE BONDING AGENT BDA - 810 5LT","","","","","300000","0","0","","20"
"","00004603","PROFIL ASIA 3 X 4 HIJAU (0,26)","","","","","NaN","0","0","",""
"","00004604","PROPAN BATU CANDI","","","","","95000","0","17","","250"
"","00004605","PR.PFW-333 NATURAL 400GR","","","","","NaN","0","0","",""
"","00004606","PROPAN PAINT REMOVER","","","","","40000","0","1","","71"
"","00004607","PROPAN STONE CARE","","","","","95000","0","10","","917"
"","00004608","PROPAN STONE CARE","","","","","230000","0","7","","255"
"","00004609","PROPAN STONE CARE DOF","","","","","97000","0","21","","154"
"","00004610","PROSEAL BLACK","","","","","NaN","0","0","",""
"","00004611","PROSEAL CLEAR","","","","","NaN","0","0","",""
"","00004612","PROSEAL WHITE","","","","","NaN","0","0","",""
"","00004613","PU L 745 2K CLEAR GLOSS 1 LTSET","","","","","NaN","0","0","",""
"","00004614","PU SENDING SEALER","","","","","NaN","0","0","",""
"","00004615","PU SS 7.5 LT + HARDENER","","","","","701000","0","0","","2"
"","00004616","PU SS 740 2K 1LTSET","","","","","NaN","0","0","",""
"","00004617","PR.PUL CLEAR SATIN 7.5 LT + HARDENER","","","","","NaN","0","0","",""
"","00004618","PR.PUT 603 WHITE 1KG","","","","","810000","0","0","","42"
"","00004619","PUTERAN KOMPOR","","","","","NaN","0","0","",""
"","00004620","PVC 1 1/2 AW MASPION","","","","","95000","0","10","","401"
"","00004621","PVC 1 1/2 AW MSP ECER","","","","","NaN","0","0","",""
"","00004622","PVC 1 1/2 AW PLS ECER","","","","","NaN","0","0","",""
"","00004623","PVC 1 1/2 AW POLOS","","","","","60000","0","0","","82"
"","00004624","PVC 1 1/2 AW WAVIN","","","","","49500","0","0","","30"
"","00004625","PVC 1 1/2 C MASPION","","","","","NaN","0","0","",""
"","00004626","PVC 1 1/2 C POLOS","","","","","NaN","0","0","",""
"","00004627","PVC 1 1/2 C POLOS ECER","","","","","NaN","0","0","",""
"","00004628","PVC 1 1/2 C QUENLOON","","","","","NaN","0","0","",""
"","00004629","PVC 1 1/2 D MASPION","","","","","75000","0","24","","242"
"","00004630","PVC 1 1/2 D POLOS","","","","","48000","0","18","","82"
"","00004631","PVC 1 1/2 D POLOS ECER","","","","","NaN","0","0","",""
"","00004632","PVC 1 1/4 AW MASPION","","","","","75000","0","4","","166"
"","00004633","PVC 1 1/4 AW POLOS","","","","","28700","0","0","","10"
"","00004634","PVC 1 1/4 C MASPION","","","","","NaN","0","0","",""
"","00004635","PVC 1 1/4 C MSP ECER","","","","","NaN","0","0","",""
"","00004636","PVC 1 1/4 C POLOS","","","","","NaN","0","0","",""
"","00004637","PVC 1 1/4 D MASPION","","","","","45000","0","2","","134"
"","00004638","PVC 1 1/4 D MSP ECER","","","","","NaN","0","0","",""
"","00004639","PVC 1 1/4 D POLOS ECER","","","","","NaN","0","0","",""
"","00004640","PVC 1 1/4 D POLOS/SUPRALON","","","","","40000","0","10","","40"
"","00004641","PVC 1 1/4 D WAVIN","","","","","40000","0","0","","74"
"","00004642","PVC 1 AW MASPION","","","","","40000","0","0","","1399"
"","00004643","PVC 1 AW MASPION ECER","","","","","NaN","0","0","",""
"","00004644","PVC 1 AW POLOS","","","","","50000","0","19","","321"
"","00004645","PVC 1 AW POLOS ECER","","","","","NaN","0","0","",""
"","00004646","PVC 1 AW WAVIN","","","","","60000","0","2","","348"
"","00004647","PVC 1"" AW POLOS","","","","","NaN","0","0","",""
"","00004648","PVC 1/2 AW MASPION","","","","","38500","0","14","","818"
"","00004649","PVC 1/2 AW MSP ECER","","","","","NaN","0","0","",""
"","00004650","PVC 1/2 AW POLOS","","","","","28000","0","21","","409"
"","00004651","PVC 1/2 AW POLOS ECER","","","","","NaN","0","0","",""
"","00004652","PVC 1/2 AW WAVIN","","","","","28000","0","22","","293"
"","00004653","PVC 1/2 AW WAVIN ECER","","","","","NaN","0","0","",""
"","00004654","PVC 14"" AW MSP","","","","","NaN","0","0","",""
"","00004655","PVC 2 1/2 AW MASPION","","","","","215000","0","27","","113"
"","00004656","PVC 2 1/2 AW POLOS","","","","","85000","0","1","","9"
"","00004657","PVC 2 1/2 C MASPION","","","","","55000","0","0","","79"
"","00004658","PVC 2 1/2 C POLOS","","","","","32500","0","0","","99"
"","00004659","PVC 2 1/2 C POLOS ECER","","","","","NaN","0","0","",""
"","00004660","PVC 2 1/2 D MASPION","","","","","120000","0","9","","464"
"","00004661","PVC 2 1/2 D MSP ECER","","","","","NaN","0","0","",""
"","00004662","PVC 2 1/2 D POLOS","","","","","80000","0","2","","128"
"","00004663","PVC 2 1/2 D POLOS ECER","","","","","NaN","0","0","",""
"","00004664","PVC 2 1/2 D WAVIN","","","","","73000","0","1","","446"
"","00004665","PVC 2 AW ECER","","","","","NaN","0","0","",""
"","00004666","PVC 2 AW MASPION","","","","","125000","0","1","","571"
"","00004667","PVC 2 AW POLOS","","","","","100000","0","0","","80"
"","00004668","PVC 2 AW WAVIN","","","","","85000","0","2","","52"
"","00004669","PVC 2 C MASPION","","","","","28000","0","0","","51"
"","00004670","PVC 2 C POLOS","","","","","28000","0","0","","50"
"","00004671","PVC 2 C POLOS ECER","","","","","NaN","0","0","",""
"","00004672","PVC 2 D ECER","","","","","NaN","0","0","",""
"","00004673","PVC 2 D MASPION","","","","","75000","0","0","","320"
"","00004674","PVC 2 D POLOS","","","","","45000","0","0","","162"
"","00004675","PVC 2 D WAVIN","","","","","50000","0","0","","103"
"","00004676","PVC 2"" AW PLS ECER","","","","","NaN","0","0","",""
"","00004677","PVC 3 AW MASPION","","","","","235000","0","0","","414"
"","00004678","PVC 3 AW POLOS","","","","","185000","0","0","","100"
"","00004679","PVC 3 AW WAVIN","","","","","195000","0","1","","79"
"","00004680","PVC 3 C MASPION","","","","","53000","0","0","","216"
"","00004681","PVC 3 C POLOS","","","","","70000","0","152","","1000"
"","00004682","PVC 3 C POLOS ECER","","","","","NaN","0","0","",""
"","00004683","PVC 3 D MASPION","","","","","110000","0","0","","907"
"","00004684","PVC 3 D MSP ECER","","","","","NaN","0","0","",""
"","00004685","PVC 3 D POLOS","","","","","120000","0","0","","753"
"","00004686","PVC 3 D POLOS ECER","","","","","NaN","0","0","",""
"","00004687","PVC 3 D WAVIN","","","","","100000","0","0","","768"
"","00004688","PVC 3"" C POLOS ECER","","","","","NaN","0","0","",""
"","00004689","PVC 3/4 AW MASPION","","","","","42000","0","2","","3427"
"","00004690","PVC 3/4 AW MASPION ECER","","","","","NaN","0","0","",""
"","00004691","PVC 3/4 AW POLOS","","","","","26000","0","0","","1214"
"","00004692","PVC 3/4 AW POLOS ECER","","","","","NaN","0","0","",""
"","00004693","PVC 3/4 AW WAVIN","","","","","38000","0","0","","1288"
"","00004694","PVC 3/4 WINLON ABU-ABU","","","","","NaN","0","0","",""
"","00004695","PVC 4 AW MASPION","","","","","285000","0","1","","332"
"","00004696","PVC 4 AW POLOS","","","","","235000","0","0","","80"
"","00004697","PVC 4 AW WAVIN","","","","","315000","0","0","","141"
"","00004698","PVC 4 C MASPION","","","","","73000","0","0","","169"
"","00004699","PVC 4 C POLOS","","","","","45000","0","557","","463"
"","00004700","PVC 4 C POLOS ECER","","","","","NaN","0","0","",""
"","00004701","PVC 4 D MASPION","","","","","205000","0","0","","951"
"","00004702","PVC 4 D MASPION ECER","","","","","NaN","0","0","",""
"","00004703","PVC 4 D POLOS","","","","","140000","0","2","","589"
"","00004704","PVC 4 D WAVIN","","","","","145000","0","0","","750"
"","00004705","PVC 4 S 12.5 RR MASPION","","","","","NaN","0","0","",""
"","00004706","PVC 4"" D MASPION","","","","","132000","0","0","","4"
"","00004707","PVC 5 AW MASPION","","","","","510000","0","2","","49"
"","00004708","PVC 5 AW POLOS","","","","","395000","0","0","","52"
"","00004709","PVC 5 C POLOS","","","","","81000","0","0","","15"
"","00004710","PVC 5 D MASPION","","","","","251000","0","0","","217"
"","00004711","PVC 5 D POLOS","","","","","230000","0","0","","94"
"","00004712","PVC 5 D WAVIN","","","","","191500","0","0","","114"
"","00004713","PVC 5/8 C POLOS","","","","","8500","0","0","","1529"
"","00004714","PVC 6 AW MASPION","","","","","610000","0","3","","56"
"","00004715","PVC 6 AW MASPION ECER","","","","","NaN","0","0","",""
"","00004716","PVC 6 AW MSP 6MT + MOVE","","","","","NaN","0","0","",""
"","00004717","PVC 6 AW POLOS","","","","","355000","0","0","","56"
"","00004718","PVC 6 AW WAVIN","","","","","513000","0","0","","40"
"","00004719","PVC 6 D MASPION","","","","","400000","0","0","","156"
"","00004720","PVC 6 D POLOS","","","","","225000","0","0","","15"
"","00004721","PVC 6 D POLOS","","","","","174000","0","0","","106"
"","00004722","PVC 6 D POLOS ECER","","","","","NaN","0","0","",""
"","00004723","PVC 8 AW MASPION","","","","","NaN","0","0","",""
"","00004724","PVC 8 AW POLOS","","","","","NaN","0","0","",""
"","00004725","PVC 8 D MASPION","","","","","484000","0","0","","15"
"","00004726","PVC 8 D POLOS","","","","","406000","0","0","","99"
"","00004727","PVC CLIPSAL","","","","","NaN","0","0","",""
"","00004728","PVC INTERLON","","","","","12000","0","0","","240"
"","00004729","PWS-631 CLEAR DOF 1LT","","","","","79000","0","11","","111"
"","00004730","PYCOLUX HITAM 100 CC","","","","","NaN","0","0","",""
"","00004731","PYCOLUX PUTIH 100 CC","","","","","NaN","0","0","",""
"","00004732","PYLOX 102 WHITE","","","","","35000","0","19","","1336"
"","00004733","PYLOX 103 BLUE","","","","","35000","0","4","","51"
"","00004734","PYLOX 105 GREEN","","","","","35000","0","3","","41"
"","00004735","PYLOX 108 YELLOW","","","","","35000","0","1","","143"
"","00004736","PYLOX 109 A BLACK FLAT","","","","","35000","0","27","","1350"
"","00004737","PYLOX 109 BLACK","","","","","35000","0","44","","1085"
"","00004738","PYLOX 116 DEEP BLUE","","","","","23500","0","19","","76"
"","00004739","PYLOX 123 GOLD","","","","","35000","0","1","","131"
"","00004740","PYLOX 124 SILVER","","","","","35000","0","3","","496"
"","00004741","PYLOX 128 CLEAR","","","","","27100","0","39","","592"
"","00004742","PYLOX 139 YAMAHA CT. MARINE BLUE","","","","","28000","0","0","","38"
"","00004743","PYLOX 152 HONDA CANDYTONE","","","","","NaN","0","0","",""
"","00004744","PYLOX 1701 METALIC SILVER","","","","","24000","0","1","","65"
"","00004745","PYLOX 171 LEMARI ES PEARL WHITE","","","","","35000","0","15","","279"
"","00004746","PYLOX 174 LEMARI ES GREEN","","","","","NaN","0","0","",""
"","00004747","PYLOX 199 VESPA EXCLUSIV GREY","","","","","25000","0","0","","2"
"","00004748","PYLOX 661-200 HM FANCY RED","","","","","35000","0","22","","656"
"","00004749","RAJAPLAS 45 GR","","","","","NaN","0","0","",""
"","00004750","RAJAWALI KUNING 100 CC","","","","","6500","0","0","","3"
"","00004751","RAJAWALI KUNING 1KG","","","","","NaN","0","0","",""
"","00004752","RAK HANDUK DUPON HFK 2312 NCU","","","","","NaN","0","0","",""
"","00004753","RAK SUSUN (PIRING)","","","","","NaN","0","0","",""
"","00004754","RANTAI ECER","","","","","NaN","0","0","",""
"","00004755","RANTAI PLASTIK ECER","","","","","NaN","0","0","",""
"","00004756","RC 1001 20 KG DOS","","","","","NaN","0","0","",""
"","00004757","REGULATOR","","","","","NaN","0","0","",""
"","00004758","REL KORDEN","","","","","NaN","0","0","",""
"","00004759","REL KORDEN ECER","","","","","NaN","0","0","",""
"","00004760","REL LACI 30 CM","","","","","NaN","0","0","",""
"","00004761","REL LACI 40 CM","","","","","NaN","0","0","",""
"","00004762","REL LACI 45 CM","","","","","NaN","0","0","",""
"","00004763","REL LACI 50 CM","","","","","NaN","0","0","",""
"","00004764","RENG GALVALUM 0,45","","","","","48000","0","2","","14072"
"","00004765","RESIBON FUKUDA","","","","","NaN","0","0","",""
"","00004766","RESIBON PTG BESI NIPPON TBL","","","","","15000","0","51","","2249"
"","00004767","RESIBON PTG BESI NIPPON TPS","","","","","15000","0","0","","220"
"","00004768","RESIBON TAIYO TBL","","","","","NaN","0","0","",""
"","00004769","RESIBON TBL TMH","","","","","NaN","0","0","",""
"","00004770","RESIBON TIPIS RIBEN","","","","","NaN","0","0","",""
"","00004771","RESIN LEM EPOXY 1KG","","","","","150000","0","0","","1"
"","00004772","RICE COOKER MIYAKO HADIAH PROPAN","","","","","NaN","0","0","",""
"","00004773","RING","","","","","NaN","0","0","",""
"","00004774","RING BAUT","","","","","NaN","0","0","",""
"","00004775","RING KUNCI","","","","","NaN","0","0","",""
"","00004776","RING PAKU ASBES/PAYUNG","","","","","1000","0","297","","1812"
"","00004777","RING PAKU PANCING","","","","","300","0","13","","3528"
"","00004778","RING TANDON KUNINGAN","","","","","NaN","0","0","",""
"","00004779","ROAD LINE PAINT KUNING 5 KG","","","","","NaN","0","0","",""
"","00004780","ROAD LINE PAINT RED 5KG","","","","","NaN","0","0","",""
"","00004781","ROAD LINE PAINT WHITE 1 KG","","","","","NaN","0","0","",""
"","00004782","RODA CASTER","","","","","NaN","0","0","",""
"","00004783","RODA CASTER PIPIH","","","","","NaN","0","0","",""
"","00004784","RODA PAGAR","","","","","NaN","0","0","",""
"","00004785","ROTI KERING FELECIA","","","","","NaN","0","0","",""
"","00004786","ROTI KERING FELECIA 4","","","","","NaN","0","0","",""
"","00004787","ROYAL 774 G","","","","","NaN","0","0","",""
"","00004788","S'2000 ANTIQUE BROWN","","","","","55000","0","0","","85"
"","00004789","S'2000 ASH GREY","","","","","45000","0","0","","27"
"","00004790","S'2000 BEIGE","","","","","45000","0","0","","8"
"","00004791","S'2000 BLACK","","","","","75000","0","13","","510"
"","00004792","S'2000 BLACK DOF","","","","","60000","0","0","","1293"
"","00004793","S'2000 BLUE BELL","","","","","45000","0","0","","16"
"","00004794","S'2000 BRIGHT ORANGE","","","","","58000","0","0","","204"
"","00004795","S'2000 BRIGHT YELLOW","","","","","58000","0","0","","198"
"","00004796","S'2000 GENTIAN BLUE","","","","","55000","0","0","","143"
"","00004797","S'2000 GEORGE GREEN","","","","","47000","0","0","","6"
"","00004798","S'2000 GOLDEN YELLOW","","","","","53000","0","0","","115"
"","00004799","S'2000 GRASS GREEN","","","","","70000","0","0","","42"
"","00004800","S'2000 HINO GREEN","","","","","54000","0","0","","316"
"","00004801","S'2000 JADE GREEN","","","","","62000","0","0","","39"
"","00004802","S'2000 LIGHT BLUE","","","","","55000","0","0","","112"
"","00004803","S'2000 LIGHT TAN","","","","","44000","0","0","","2"
"","00004804","S'2000 LUCKY GREEN","","","","","47000","0","0","","27"
"","00004805","S'2000 MAGIC WAND","","","","","45000","0","0","","2"
"","00004806","S'2000 MIDLE GREY","","","","","47000","0","0","","84"
"","00004807","S'2000 MINT GREEN","","","","","55000","0","0","","171"
"","00004808","S'2000 OFF WHITE","","","","","73000","0","2","","2458"
"","00004809","S'2000 PLATINUM GREY","","","","","75000","0","4","","35"
"","00004810","S'2000 RIVER BLUE","","","","","55000","0","1","","193"
"","00004811","S'2000 RIVER BLUE 20 LT","","","","","NaN","0","0","",""
"","00004812","S'2000 RYAN GREY","","","","","44000","0","0","","12"
"","00004813","S'2000 SIENNA BROWN","","","","","60000","0","0","","260"
"","00004814","S'2000 SILVER","","","","","75000","0","0","","313"
"","00004815","S'2000 SILVER 20LT","","","","","NaN","0","0","",""
"","00004816","S'2000 SOFT VIOLET","","","","","44000","0","0","","11"
"","00004817","S'2000 SUPER WHITE","","","","","60000","0","4","","864"
"","00004818","S'2000 SUPER WHITE","","","","","NaN","0","0","",""
"","00004819","S'2000 SUPER WHITE","","","","","NaN","0","0","",""
"","00004820","S'2000 SUPER WHITE DOF","","","","","48000","0","0","","156"
"","00004821","S'2000 TEAK BROWN","","","","","60000","0","0","","117"
"","00004822","S'2000 TRAFFIC RED","","","","","92000","0","0","","278"
"","00004823","S'2000 TRAFFIC RED","","","","","990000","0","0","","1"
"","00004824","SAKLAR BEL","","","","","NaN","0","0","",""
"","00004825","SAKLAR ENGKEL BROCO GREY","","","","","NaN","0","0","",""
"","00004826","SAKLAR ENGKEL BROCO HITAM BULAT","","","","","NaN","0","0","",""
"","00004827","SAKLAR ENGKEL BROCO IB ALLEGRA","","","","","NaN","0","0","",""
"","00004828","SAKLAR ENGKEL BROCO IB COKLAT NEW GEE","","","","","NaN","0","0","",""
"","00004829","SAKLAR ENGKEL BROCO IB NEW GEE","","","","","15000","0","1","","134"
"","00004830","SAKLAR ENGKEL HOTEL","","","","","NaN","0","0","",""
"","00004831","SAKLAR ENGKEL IB BIASA","","","","","NaN","0","0","",""
"","00004832","SAKLAR ENGKEL IB MEET","","","","","NaN","0","0","",""
"","00004833","SAKLAR ENGKEL IB VIMAR","","","","","NaN","0","0","",""
"","00004834","SAKLAR ENGKEL IB VISIO","","","","","NaN","0","0","",""
"","00004835","SAKLAR ENGKEL MG KLASIK","","","","","NaN","0","0","",""
"","00004836","SAKLAR GANTUNG","","","","","5000","0","42","","80"
"","00004837","SAKLAR SERI BIASA HITAM OB","","","","","NaN","0","0","",""
"","00004838","SAKLAR SERI BROCO GREY","","","","","NaN","0","0","",""
"","00004839","SAKLAR SERI BROCO HITAM BULAT OB","","","","","NaN","0","0","",""
"","00004840","SAKLAR SERI BROCO IB ALLEGRA","","","","","NaN","0","0","",""
"","00004841","SAKLAR SERI BROCO IB KECIL","","","","","NaN","0","0","",""
"","00004842","SAKLAR SERI BROCO IB NEW GEE","","","","","15000","0","0","","42"
"","00004843","SAKLAR SERI BROCO OB","","","","","14000","0","0","","2"
"","00004844","SAKLAR SERI HOTEL","","","","","NaN","0","0","",""
"","00004845","SAKLAR SERI IB BIASA","","","","","NaN","0","0","",""
"","00004846","SAKLAR SERI IB DELTA","","","","","NaN","0","0","",""
"","00004847","SAKLAR SERI IB MEET","","","","","NaN","0","0","",""
"","00004848","SAKLAR SERI IB VIMAR","","","","","NaN","0","0","",""
"","00004849","SAKLAR SERI IB VISIO","","","","","NaN","0","0","",""
"","00004850","SAKLAR SERI MG KLASIK","","","","","NaN","0","0","",""
"","00004851","SAKLAR SERI OB KCL BIASA","","","","","NaN","0","0","",""
"","00004852","SAKLAR TRIPLE IB BIASA","","","","","NaN","0","0","",""
"","00004853","SAKLAR TRIPLE IB VIMAR","","","","","NaN","0","0","",""
"","00004854","SAMBUNGAN SELANG AIR","","","","","6000","0","66","","86"
"","00004855","SAMBUNGAN SELANG BULAT","","","","","NaN","0","0","",""
"","00004856","SAMBUNGAN SELANG ISANO","","","","","NaN","0","0","",""
"","00004857","SANLEX  907 SUNRISE GLN","","","","","NaN","0","0","",""
"","00004858","SANLEX 900 WHITE GLN","","","","","NaN","0","0","",""
"","00004859","SANLEX 901 KEY ROUGE GLN","","","","","NaN","0","0","",""
"","00004860","SANLEX 901 PAIL","","","","","NaN","0","0","",""
"","00004861","SANLEX 903 ORANGE SPC GLN","","","","","NaN","0","0","",""
"","00004862","SANLEX 903 PAIL","","","","","NaN","0","0","",""
"","00004863","SANLEX 904 PAIL","","","","","NaN","0","0","",""
"","00004864","SANLEX 904 TILE RED GLN","","","","","NaN","0","0","",""
"","00004865","SANLEX 905 PAIL","","","","","NaN","0","0","",""
"","00004866","SANLEX 905 PALM GREEN SPC GLN","","","","","NaN","0","0","",""
"","00004867","SANLEX 906 PAIL","","","","","NaN","0","0","",""
"","00004868","SANLEX 906 POPPY SPC GLN","","","","","NaN","0","0","",""
"","00004869","SANLEX 907 PAIL","","","","","NaN","0","0","",""
"","00004870","SANLEX 908 BLACK GLN","","","","","NaN","0","0","",""
"","00004871","SANLEX 909 LEATHER GLN","","","","","NaN","0","0","",""
"","00004872","SANLEX 913 GOLD ACCENT GLN","","","","","313000","0","0","","1"
"","00004873","SANLEX 914 OCEAN BLUE SPC GLN","","","","","NaN","0","0","",""
"","00004874","SANLEX 915 GERANIUM GLN","","","","","NaN","0","0","",""
"","00004875","SANLEX 915 PAIL","","","","","NaN","0","0","",""
"","00004876","SANLEX 921 MAROON MD GLN","","","","","NaN","0","0","",""
"","00004877","SANLEX 921 PAIL","","","","","NaN","0","0","",""
"","00004878","SANLEX 924 BRICK RED GLN","","","","","NaN","0","0","",""
"","00004879","SANLEX 924 PAIL","","","","","NaN","0","0","",""
"","00004880","SANLEX 925 TOSCA GREEN GLN","","","","","NaN","0","0","",""
"","00004881","SANLEX 926 YELLOW STONE GLN","","","","","NaN","0","0","",""
"","00004882","SANLEX 938 PUMKIN ORANGE GLN","","","","","NaN","0","0","",""
"","00004883","SANLEX 939 EASTON BLUE GLN","","","","","NaN","0","0","",""
"","00004884","SANLEX 941 VILLAGE GREEN GLN","","","","","NaN","0","0","",""
"","00004885","SANLEX 944","","","","","NaN","0","0","",""
"","00004886","SANLEX 948 PAIL","","","","","NaN","0","0","",""
"","00004887","SARUNG","","","","","1","0","15","","369"
"","00004888","SARUNG TANGAN","","","","","5000","0","0","","5984"
"","00004889","SDD 1","","","","","5000","0","77","","104"
"","00004890","SDD 1 1/2 TS","","","","","NaN","0","0","",""
"","00004891","SDD 1 1/4 TS","","","","","NaN","0","0","",""
"","00004892","SDD 1/2","","","","","4000","0","337","","179"
"","00004893","SDD 1/2 KUNINGAN","","","","","NaN","0","0","",""
"","00004894","SDD 1/2 X 3/4","","","","","NaN","0","0","",""
"","00004895","SDD 1/2 X 3/4 KUNINGAN","","","","","NaN","0","0","",""
"","00004896","SDD 2 1/2 TS","","","","","NaN","0","0","",""
"","00004897","SDD 2 TS","","","","","NaN","0","0","",""
"","00004898","SDD 3 TS","","","","","NaN","0","0","",""
"","00004899","SDD 3/4","","","","","4000","0","195","","946"
"","00004900","SDD 3/4 KUNINGAN","","","","","8000","0","5","","5"
"","00004901","SDL 1 ""","","","","","5000","0","235","","348"
"","00004902","SDL 1 1/2 RUCIKA","","","","","NaN","0","0","",""
"","00004903","SDL 1 1/2 TS","","","","","NaN","0","0","",""
"","00004904","SDL 1 1/4 TS","","","","","NaN","0","0","",""
"","00004905","SDL 1 X 3/4","","","","","NaN","0","0","",""
"","00004906","SDL 1/2","","","","","4000","0","560","","141"
"","00004907","SDL 1/2 X 3/4","","","","","NaN","0","0","",""
"","00004908","SDL 2 1/2 TS","","","","","NaN","0","0","",""
"","00004909","SDL 2 TS","","","","","NaN","0","0","",""
"","00004910","SDL 3 TS","","","","","NaN","0","0","",""
"","00004911","SDL 3/4","","","","","4000","0","133","","549"
"","00004912","SEALENT TEMBAK BIASA BLACK","","","","","NaN","0","0","",""
"","00004913","SEALENT TEMBAK BIASA CLEAR","","","","","NaN","0","0","",""
"","00004914","SEALENT TEMBAK BIASA WHITE","","","","","22000","0","0","","5"
"","00004915","SEKRING BATU","","","","","NaN","0","0","",""
"","00004916","SEKROB BESI","","","","","60000","0","0","","61"
"","00004917","SEKROB KAYU","","","","","35000","0","0","","47"
"","00004918","SEKROP BAJA","","","","","33000","0","8","","107"
"","00004919","SEKRUP 1","","","","","55","0","0","","2009"
"","00004920","SEKRUP 1 1/2","","","","","14000","0","0","","8"
"","00004921","SEKRUP 1 1/2 ECER","","","","","250","0","0","","91"
"","00004922","SEKRUP 1 1/4","","","","","10000","0","0","","12"
"","00004923","SEKRUP 1 1/4 ECER","","","","","NaN","0","0","",""
"","00004924","SEKRUP 1 KUNINGAN ECER","","","","","NaN","0","0","",""
"","00004925","SEKRUP 1'' ECER","","","","","150","0","0","","226640"
"","00004926","SEKRUP 1/2","","","","","5000","0","0","","5"
"","00004927","SEKRUP 1/2'' ECER","","","","","NaN","0","0","",""
"","00004928","SEKRUP 2","","","","","20000","0","0","","5"
"","00004929","SEKRUP 2"" ECER","","","","","170","0","28","","5972"
"","00004930","SEKRUP 3","","","","","23000","0","0","","18"
"","00004931","SEKRUP 3"" ECER","","","","","1000","0","17","","17"
"","00004932","SEKRUP 3/4","","","","","3500","0","0","","32"
"","00004933","SEKRUP 3/4 KUNINGAN ECER","","","","","NaN","0","0","",""
"","00004934","SEKRUP 3/4'' ECER","","","","","NaN","0","0","",""
"","00004935","SEKRUP 5/8","","","","","5000","0","0","","39"
"","00004936","SEKRUP 5/8'' ECER","","","","","100","0","0","","100"
"","00004937","SEKRUP DRILLING","","","","","NaN","0","0","",""
"","00004938","SEKRUP GYPSUM BESAR","","","","","12500","0","0","","81"
"","00004939","SEKRUP GYPSUM KECIL","","","","","7000","0","0","","381"
"","00004940","SEKRUP SOLARTUFF ECER","","","","","NaN","0","0","",""
"","00004941","SEKRUP TANDA TANYA BESAR","","","","","NaN","0","0","",""
"","00004942","SEKRUP TANDA TANYA KCL","","","","","1000","0","0","","200"
"","00004943","SEKRUP TWINLITE","","","","","NaN","0","0","",""
"","00004944","SELANG  PUSO 5/8 BIRU","","","","","NaN","0","0","",""
"","00004945","SELANG 1/2 ORANGE ECER","","","","","NaN","0","0","",""
"","00004946","SELANG BCP FLEXIBLE PUTIH","","","","","NaN","0","0","",""
"","00004947","SELANG BCP ROYAL PUTIH ECER","","","","","NaN","0","0","",""
"","00004948","SELANG BCP ROYAL PUTIH PAKET","","","","","NaN","0","0","",""
"","00004949","SELANG BENANG 5/8ROYAL ECER","","","","","NaN","0","0","",""
"","00004950","SELANG BENANG SEAGOL 5/8 ECER","","","","","NaN","0","0","",""
"","00004951","SELANG CUCI PIRING ABU2","","","","","18000","0","34","","197"
"","00004952","SELANG KOYO HOUSE 1/2 HIJAU","","","","","NaN","0","0","",""
"","00004953","SELANG KOYO HOUSE DOF 5/8 PINK","","","","","NaN","0","0","",""
"","00004954","SELANG KOYO HOUSE PINK 5/8 DOF ECER","","","","","NaN","0","0","",""
"","00004955","SELANG LANGGENG BIASA 5/8 ECER","","","","","NaN","0","0","",""
"","00004959","SELANG MILIARD SUPER FLEX 5/8 ECER","","","","","9000","0","0","","294"
"","00004960","SELANG MILIARD SUPERFLEX 1/2 ECER","","","","","NaN","0","0","",""
"","00004961","SELANG MILLIARD 1"" DOF","","","","","315000","0","0","",""
"","00004962","SELANG MILLIARD 5/8 DOF","","","","","180000","0","0","","6"
"","00004963","SELANG PUSO 1"" ELASTIC ECER","","","","","NaN","0","0","",""
"","00004964","SELANG PUSO 5/8 HIJAU","","","","","NaN","0","0","",""
"","00004965","SELANG PUSO 5/8 HIJAU ECER","","","","","NaN","0","0","",""
"","00004966","SELANG PUSO 5/8 ORANGE","","","","","NaN","0","0","",""
"","00004967","SELANG PUSO ELASTIK 3/4'' BIRU ECER","","","","","NaN","0","0","",""
"","00004968","SELANG ROYAL 3/4 ELASTIC IJO","","","","","NaN","0","0","",""
