"","Kode Barang","Nama Barang","Merk","No Org","No Prod","Mobil","Harga Jual","Harga Beli","Stok","max stok","Total Penjualan"
"","00001725","GENTENG TYLUX","","","","","24000","0","0","",""
"","00001726","GERGAJI BESI BIASA","","","","","4000","0","0","","54"
"","00001727","GERGAJI BESI LENGKAP VIPER 4 IN 1","","","","","NaN","0","0","",""
"","00001728","GERGAJI BESI SANDFLEX","","","","","17000","0","2","","1318"
"","00001729","GERGAJI BESI SANDFLEX BIASA","","","","","NaN","0","0","",""
"","00001730","GERGAJI DOUBLE MATA","","","","","NaN","0","63","",""
"","00001731","GERGAJI GOROK","","","","","35000","0","0","","65"
"","00001732","GERGAJI KAYU BESAR","","","","","25000","0","0","","61"
"","00001733","GERGAJI KAYU KECIL","","","","","25000","0","8","","4"
"","00001734","GEROBAK","","","","","520000","0","5","","73"
"","00001735","GEROBAK DAS GLUCK HITAM","","","","","600000","0","0","","218"
"","00001736","GEROBAK RIEKI MERAH","","","","","400000","0","0","","26"
"","00001737","GLASBLOK 01MULIA","","","","","18000","0","0","","42"
"","00001738","GLASBLOK 02 MULIA","","","","","NaN","0","0","",""
"","00001739","GLASBLOK 028","","","","","NaN","0","0","",""
"","00001740","GLASBLOK 05 MULIA","","","","","NaN","0","0","",""
"","00001741","GLASBLOK 09 MULIA","","","","","NaN","0","0","",""
"","00001742","GLASBLOK 21 MULIA","","","","","17500","0","0","","270"
"","00001743","GLASBLOK 33 MULIA","","","","","NaN","0","0","",""
"","00001744","GLASBLOK 50 MULIA","","","","","NaN","0","0","",""
"","00001745","GLASBLOK 52 MULIA","","","","","NaN","0","0","",""
"","00001746","GLASBLOK 53 MULIA","","","","","NaN","0","0","",""
"","00001747","GLASBLOK 54 MULIA","","","","","NaN","0","0","",""
"","00001748","GLASBLOK JH  50 LATTICE","","","","","NaN","0","0","",""
"","00001749","GLASBLOK JH 01 PARAEL","","","","","NaN","0","0","",""
"","00001750","GLASBLOK JH 02 CLOUDY","","","","","NaN","0","0","",""
"","00001751","GLASBLOK JH 021 JEWEL","","","","","20000","0","7","","296"
"","00001752","GLASBLOK JH 05  SEA WAVE","","","","","25000","0","0","","312"
"","00001753","GLASBLOK JH 054 CRYSTAL PARALLEL","","","","","NaN","0","0","",""
"","00001754","GLASBLOK JH 09 KRYSTANTIC","","","","","NaN","0","0","",""
"","00001755","GLASKOTE GK 05 TILE RED 2.5 LT","","","","","NaN","0","0","",""
"","00001756","GRAJI KAYU","","","","","NaN","0","0","",""
"","00001757","GRANIT CREAM POLOS 60 X60","","","","","114000","0","0","","944"
"","00001758","GRC 6 MM","","","","","NaN","0","0","",""
"","00001759","GRENDEL  HITAM BESAR (GARASI)","","","","","NaN","0","0","",""
"","00001760","GRENDEL 2"" KUNING","","","","","5000","0","0","","24"
"","00001761","GRENDEL 2"" STENLIS","","","","","10000","0","0","","255"
"","00001762","GRENDEL 3"" KUNING","","","","","5000","0","0","","17"
"","00001763","GRENDEL 3"" PICASO PUTIH SS","","","","","8000","0","0","","48"
"","00001764","GRENDEL 3"" PICASO PUTIH SS PENCET","","","","","NaN","0","0","",""
"","00001765","GRENDEL 4"" KUNING","","","","","9500","0","0","","12"
"","00001766","GRENDEL AGE","","","","","NaN","0","0","",""
"","00001767","GRENDEL ALMARI KZK (NJ)","","","","","NaN","0","0","",""
"","00001768","GRENDEL CISMA","","","","","NaN","0","0","",""
"","00001769","GRENDEL DIOR 4'' KUNING","","","","","NaN","0","0","",""
"","00001770","GRENDEL FINN 4"" KUNING","","","","","NaN","0","0","",""
"","00001771","GRENDEL GEMBOK KUNING BESAR","","","","","NaN","0","0","",""
"","00001772","GRENDEL HITAM 2""","","","","","NaN","0","0","",""
"","00001773","GRENDEL HITAM 3"" TIPIS","","","","","NaN","0","0","",""
"","00001774","GRENDEL HITAM 4"" TEBAL","","","","","5500","0","0","","6"
"","00001775","GRENDEL HITAM 4"" TIPIS","","","","","2000","0","1","","9"
"","00001776","GRENDEL HITAM 6"" TIPIS","","","","","5000","0","0","","6"
"","00001777","GRENDEL HITAM 8"" TEBAL","","","","","8500","0","0","","5"
"","00001778","GRENDEL HITAM 8"" TIPIS","","","","","NaN","0","0","",""
"","00001779","GRENDEL KUNING SAMDOYO 2""","","","","","NaN","0","0","",""
"","00001780","GRENDEL KUPU 2 HITAM","","","","","2000","0","0","","12"
"","00001781","GRENDEL KUPU 2"" KUNINGAN","","","","","NaN","0","0","",""
"","00001782","GRENDEL KZK ANTIK","","","","","2000","0","0","","30"
"","00001783","GRENDEL KZK KUNING","","","","","1500","0","0","","6"
"","00001784","GRENDEL KZK PUTIH","","","","","1500","0","0","","12"
"","00001785","GRENDEL LELY 3","","","","","3000","0","0","","24"
"","00001786","GRENDEL LELY 4","","","","","10000","0","1","","23"
"","00001787","GRENDEL PRIME 2"" KUNING","","","","","NaN","0","0","",""
"","00001788","GRENDEL RANTAI","","","","","NaN","0","0","",""
"","00001789","GRENDEL S/S 10""","","","","","NaN","0","0","",""
"","00001790","GRENDEL SOLIGEN 10""","","","","","NaN","0","0","",""
"","00001791","GRENDEL SOLIGEN 8''","","","","","NaN","0","0","",""
"","00001792","GRENDEL TANAM DIOR KUNING","","","","","NaN","0","0","",""
"","00001793","GRENDEL TANAM ELT COKLAT ANTIK","","","","","NaN","0","0","",""
"","00001794","GRENDEL TANAM ELT PUTIH","","","","","NaN","0","0","",""
"","00001795","GRENDEL TANAM HANDY ANTIK","","","","","NaN","0","0","",""
"","00001796","GRENDEL TANAM HANDY PUTIH","","","","","NaN","0","0","",""
"","00001797","GRENDEL TANAM PICASO 6""","","","","","NaN","0","0","",""
"","00001798","GRENDEL TANAM PUTIH CROME","","","","","NaN","0","0","",""
"","00001799","GRENDEL TANAM VICO COKLAT ANTIK","","","","","NaN","0","0","",""
"","00001800","GRENDEL TANAM VICO KUNING","","","","","27500","0","0","","6"
"","00001801","GRENDEL TANAM VICO PUTIH","","","","","27500","0","0","","5"
"","00001802","GRENDEL TOP ANTIK","","","","","7000","0","10","","127"
"","00001803","GRENDEL TOP KUNING","","","","","7000","0","0","","135"
"","00001804","GRENDEL TOP PTH","","","","","6500","0","0","","216"
"","00001805","GRENDEL VIPER 8''","","","","","7600","0","0","","156"
"","00001806","GUNTING RUMPUT BESAR","","","","","80000","0","4","","13"
"","00001807","GUNTING RUMPUT KECIL","","","","","NaN","0","0","",""
"","00001808","GUNTING SENG BIASA","","","","","15000","0","1","","12"
"","00001809","GUNTING SENG FREDER","","","","","45000","0","4","","46"
"","00001810","HADIAH KAOS PROPAN","","","","","1","0","0","","324"
"","00001811","HADIAH MUG ","","","","","50000","0","0","","9"
"","00001812","HADIAH TOPI PROPAN","","","","","NaN","0","0","",""
"","00001813","HAK ANGIN 10"" CAMPUR","","","","","7600","0","0","","264"
"","00001814","HAK ANGIN BAGONG","","","","","NaN","0","0","",""
"","00001815","HAK ANGIN JATI ARTA/RAMESSESS KUNING","","","","","NaN","0","0","",""
"","00001816","HAK ANGIN LOGAMAJI BESAR","","","","","NaN","0","0","",""
"","00001817","HAK ANGIN LOGAMAJI KECIL","","","","","NaN","0","0","",""
"","00001818","HAK ANGIN LOGAMAJI TANGGUNG","","","","","NaN","0","0","",""
"","00001819","HAK ANGIN PDM KECIL KUNING","","","","","NaN","0","0","",""
"","00001820","HAK ANGIN PUTIH BIASA","","","","","NaN","0","0","",""
"","00001821","HAK ANGIN RM KUNING","","","","","NaN","0","0","",""
"","00001822","HAK ANGIN SEGI COKLAT ANTIK","","","","","NaN","0","0","",""
"","00001823","HAK ANGIN SEGI KNG-HTM","","","","","NaN","0","0","",""
"","00001824","HAK ANGIN SEGI KUNING","","","","","7500","0","0","","133"
"","00001825","HAK ANGIN SEGI PUTIH","","","","","7000","0","0","","72"
"","00001826","HAK ANGIN SOBAR KUNING","","","","","NaN","0","0","",""
"","00001827","HAK ANGIN TECRA KUNING","","","","","NaN","0","0","",""
"","00001828","HAK ANGIN TECRA PUTIH","","","","","NaN","0","0","",""
"","00001829","HANDLE FREDER","","","","","NaN","0","0","",""
"","00001830","HANDLE MARMER KECIL (HQAJ)","","","","","NaN","0","0","",""
"","00001831","HANDLE PINTU 406 HSK","","","","","100000","0","0","","19"
"","00001832","HANDLE PINTU BLEWAH STENLIS","","","","","115000","0","0","","14"
"","00001833","HANDLE PINTU BULAT JATI","","","","","NaN","0","0","",""
"","00001834","HANDLE PINTU BULAT MAROON","","","","","NaN","0","0","",""
"","00001835","HANDLE PINTU CAB 511","","","","","57500","0","0","","12"
"","00001836","HANDLE PINTU CAB 528","","","","","80000","0","0","","12"
"","00001837","HANDLE PINTU CAB 539","","","","","NaN","0","0","",""
"","00001838","HANDLE PINTU KAMBOJA ULIR","","","","","NaN","0","0","",""
"","00001839","HANDLE PINTU KOTAK GRAFIS B","","","","","NaN","0","0","",""
"","00001840","HANDLE PINTU KOTAK GRAFIS TG","","","","","106000","0","0","","14"
"","00001841","HANDLE PINTU MICKEY MOUSE KNG HTM","","","","","NaN","0","0","",""
"","00001842","HANDLE PINTU MICKEY MOUSE KNG PTH","","","","","NaN","0","0","",""
"","00001843","HANDLE PINTU ONIX ULIR","","","","","NaN","0","0","",""
"","00001844","HANDLE PINTU OVAL JATI","","","","","90000","0","0","","5"
"","00001845","HANDLE PINTU OVAL MAROON","","","","","NaN","0","0","",""
"","00001846","HANDLE PINTU PENDOPO","","","","","NaN","0","0","",""
"","00001847","HANDLE PINTU PENDOPO ULIR","","","","","NaN","0","0","",""
"","00001848","HANDLE PINTU SABIT JATI","","","","","NaN","0","0","",""
"","00001849","HANDLE PINTU SABIT MAROON","","","","","NaN","0","0","",""
"","00001850","HANDLE PINTU ULIR","","","","","NaN","0","0","",""
"","00001851","HANDLE SABIT KECIL POLOS","","","","","50000","0","0","","6"
"","00001852","HANDLE SULING BESAR RINTIK","","","","","NaN","0","0","",""
"","00001853","HANDLE SULING CHROME KECIL","","","","","NaN","0","0","",""
"","00001854","HANDLE SULING JATI 33CM","","","","","90000","0","0","","4"
"","00001855","HANDLE SULING JATI KECIL","","","","","50000","0","0","","6"
"","00001856","HANDLE SULING MAROON 33 CM","","","","","NaN","0","0","",""
"","00001857","HANDUK CATYLAC BESAR HADIAH","","","","","NaN","0","0","",""
"","00001858","HANDUK CATYLAC KECIL HADIAH","","","","","1","0","0","","4"
"","00001859","HANDUK SPOTLESS HADIAH NIPPON","","","","","NaN","0","0","",""
"","00001860","HARDENER IMPRA 1LT","","","","","NaN","0","0","",""
"","00001861","HARDENER IMPRA GLN","","","","","NaN","0","0","",""
"","00001862","HARPLEK 1 X 1","","","","","19000","0","0","","113"
"","00001863","HARPLEK 1 X 1/2","","","","","5700","0","0","",""
"","00001864","HARPLEK 40 X 200","","","","","9300","0","0","",""
"","00001865","HARPLEK 50 X 200","","","","","11500","0","0","",""
"","00001866","HARPLEK 60 X 200","","","","","13600","0","0","",""
"","00001867","HCL","","","","","10000","0","7","","1490"
"","00001868","HEAD JET","","","","","NaN","0","0","",""
"","00001869","HEAD JET SPRAY","","","","","NaN","0","0","",""
"","00001870","HEAD SHOWER ONDA SW02","","","","","NaN","0","12","",""
"","00001871","HELM HADIAH NIPPON","","","","","NaN","0","0","",""
"","00001872","HELM PROYEK","","","","","35000","0","9","","189"
"","00001873","HOLLOW GALV 0,35 20 X 40","","","","","NaN","0","0","",""
"","00001874","HOLLOW GALV 0,35 40 X 40","","","","","17000","0","0","","400"
"","00001875","HOLLOW MENI 0,30 20 X 40","","","","","NaN","0","0","",""
"","00001876","HOLLOW MENI 0,30 40 X 40","","","","","NaN","0","0","",""
"","00001877","ICB 1LT","","","","","NaN","0","0","",""
"","00001878","IMBODOS LB 2 BIRU","","","","","NaN","0","0","",""
"","00001879","IMPRA M.L","","","","","NaN","0","0","",""
"","00001880","IMPRA NC CLEAR DOF","","","","","102000","0","0","","6"
"","00001881","IMPRA NC SENDING SEALER","","","","","NaN","0","0","",""
"","00001882","IMPRA NC SENDING SEALER","","","","","NaN","0","0","",""
"","00001883","INDOGRESS MAGNOLIA","","","","","NaN","0","0","",""
"","00001884","INDOGRESS ROCK EVEREST","","","","","NaN","0","0","",""
"","00001885","INTERNIT 1 X 1 SAKURA","","","","","NaN","0","0","",""
"","00001886","ISOLASI BENING BESAR","","","","","10000","0","37","","202"
"","00001887","ISOLASI COKLAT","","","","","10000","0","58","","271"
"","00001888","ISOLASI KERTAS BESAR","","","","","13000","0","0","","152"
"","00001889","ISOLASI KERTAS KECIL","","","","","10000","0","0","","80"
"","00001890","ISOLASI KERTAS TANGGUNG","","","","","6500","0","109","","936"
"","00001891","ISOLATOR","","","","","NaN","0","0","",""
"","00001892","JAKET NIPPON","","","","","NaN","0","0","",""
"","00001893","JAKET PARAGON HADIAH","","","","","NaN","0","0","",""
"","00001894","JAM DINDING JOTUN","","","","","NaN","0","0","",""
"","00001895","JAM DINDING KODAI","","","","","NaN","0","0","",""
"","00001896","JARUM KERAS 16","","","","","33000","0","0","","92"
"","00001897","JARUM KERAS M10","","","","","17000","0","1","","55"
"","00001898","JARUM KERAS M12","","","","","24000","0","0","","24"
"","00001899","JARUM KERAS M8","","","","","17000","0","16","","48"
"","00001900","JET SHOWER CROM JELK","","","","","50000","0","0","","12"
"","00001901","JET SHOWER DUPON BIRU P506NCP5","","","","","85000","0","0","","4"
"","00001902","JET SHOWER DUPON IVORY P506NCP4","","","","","45000","0","0","","1"
"","00001903","JET SHOWER DUPON P 506 NCPI PUTIH","","","","","77500","0","0","","4"
"","00001904","JET SHOWER KEN-EI BIRU","","","","","NaN","0","0","",""
"","00001905","JET SHOWER MOVE PINK","","","","","NaN","0","0","",""
"","00001906","JET SHOWER MOVE PUTIH","","","","","46000","0","0","","113"
"","00001907","JET SHOWER ONDA HITAM","","","","","NaN","0","0","",""
"","00001908","JET SHOWER ONDA PUTIH","","","","","95000","0","0","","13"
"","00001909","JET SHOWER SKL BIRU","","","","","NaN","0","0","",""
"","00001910","JET SHOWER WASSER BIRU MUDA","","","","","77500","0","0","","3"
"","00001911","JET SHOWER WASSER BIRU TUA","","","","","NaN","0","0","",""
"","00001912","JET SHOWER WASSER CREAM","","","","","NaN","0","0","",""
"","00001913","JET SHOWER WASSER HITAM","","","","","NaN","0","0","",""
"","00001914","JET SHOWER WASSER MERAH MAROON","","","","","NaN","0","0","",""
"","00001915","JET SHOWER WASSER PUTIH","","","","","NaN","0","0","",""
"","00001916","JET SPRAY","","","","","NaN","0","0","",""
"","00001917","NP.TT.TIMBERSHADE ACCENT 1LT","","","","","128000","0","0","","6"
"","00001918","JGN PK","","","","","NaN","0","0","",""
"","00001919","JGN PK","","","","","NaN","0","0","",""
"","00001920","PR.PRIMTOP 2.5LT PEWTER ","","","","","NaN","0","0","",""
"","00001921","KRAN EFOS 603 K8","","","","","NaN","0","0","",""
"","00001922","JGN PAKAI                                           KRAN BCP ANGSA PVC","","","","","NaN","0","0","",""
"","00001923","JGN PAKAI                                      KRAN PLASTIK 1/2 ENGKEL","","","","","NaN","0","0","",""
"","00001924","JOLLY 1 KG","","","","","NaN","0","0","",""
"","00001925","JOLLY 1/2 KG","","","","","NaN","0","0","",""
"","00001926","KABEL ANTENE + COP","","","","","NaN","0","0","",""
"","00001927","KABEL ANTENE BIRU KECIL","","","","","NaN","0","0","",""
"","00001928","KABEL ANTENE HITAM","","","","","NaN","0","0","",""
"","00001929","KABEL BENANG MERAH HITAM","","","","","NaN","0","0","",""
"","00001930","KABEL BOKS","","","","","26000","0","0","",""
"","00001931","KABEL FOCUS 4 MM ECER","","","","","NaN","0","0","",""
"","00001932","KABEL HYO 2 X 0,75 ETERNA","","","","","NaN","0","0","",""
"","00001933","KABEL HYO 2 X 0.75 ECER","","","","","6800","0","47.5","","794.5"
"","00001934","KABEL HYO 2 X 0.75 ETERNA 100 MTR","","","","","341000","0","0","","1"
"","00001935","KABEL HYO 2 X 1,5 ETERNA","","","","","NaN","0","0","",""
"","00001936","KABEL HYO 2 X 1.5 ECER","","","","","NaN","0","0","",""
"","00001937","KABEL MASTERINDO 1 X 1.5 MERAH","","","","","NaN","0","0","",""
"","00001938","KABEL MERAH HITAM","","","","","185000","0","0","","10"
"","00001939","KABEL MERAH HITAM ECER","","","","","2500","0","79","","685"
"","00001940","KABEL NYA 1 X 1 1/2 ETERNA ECER","","","","","3500","0","0","","221"
"","00001941","KABEL NYA 1 X 1,5 BIASA ECER","","","","","3500","0","0","","100"
"","00001942","KABEL NYA 1 X 1,5 MERAH STANDART (CJK)","","","","","NaN","0","0","",""
"","00001943","KABEL NYA 1 X 2 1/2  ETERNA ECER ","","","","","4500","0","0","","100"
"","00001944","KABEL NYA 1 X 2 1/2 HTM ETERNA ECER","","","","","4000","0","0","","100"
"","00001945","KABEL NYA 1 X 2,5 BIASA ECER","","","","","NaN","0","0","",""
"","00001946","KABEL NYA 1,5 BIG HITAM","","","","","NaN","0","0","",""
"","00001947","KABEL NYA 1,5 HITAM SHIGERU","","","","","NaN","0","0","",""
"","00001948","KABEL NYA 1,5 MERAH SHIGERU","","","","","NaN","0","0","",""
"","00001949","KABEL NYA 1,5 OTAMA HITAM","","","","","NaN","0","0","",""
"","00001950","KABEL NYA 1,5 PRIMA MERAH 100 MT","","","","","NaN","0","0","",""
"","00001951","KABEL NYA 1,5 STANDART MERAH","","","","","NaN","0","0","",""
"","00001952","KABEL NYA 2,5 FOCUS HITAM","","","","","NaN","0","0","",""
"","00001953","KABEL NYA 2,5 MASTERINDO HITAM","","","","","NaN","0","0","",""
"","00001954","KABEL NYA ETERNA 1 X 1,5 BIRU","","","","","NaN","0","0","",""
"","00001955","KABEL NYA ETERNA 1 X 1,5 HIJAU KUNING","","","","","NaN","0","0","",""
"","00001956","KABEL NYA ETERNA 1 X 1,5 HITAM","","","","","200000","0","0","","2"
"","00001957","KABEL NYA ETERNA 1 X 1,5 KUNING","","","","","NaN","0","0","",""
"","00001958","KABEL NYA ETERNA 1 X 1,5 MERAH","","","","","200000","0","0","","1"
"","00001959","KABEL NYA ETERNA 1 X 2,5 BIRU","","","","","310000","0","0","","4"
"","00001960","KABEL NYA ETERNA 1 X 2,5 HITAM","","","","","285000","0","0","","3"
"","00001961","KABEL NYA ETERNA 1 X 2,5 KUNING","","","","","NaN","0","0","",""
"","00001962","KABEL NYA ETERNA 1 X 2,5 MERAH","","","","","310000","0","0","","9"
"","00001963","KABEL NYA PRIMA 1,5  HITAM 100 MT","","","","","NaN","0","0","",""
"","00001964","KABEL NYA PRIMA 2,5 HITAM 100MT","","","","","NaN","0","0","",""
"","00001965","KABEL NYA PRIMA 2,5 MERAH 100MT","","","","","NaN","0","0","",""
"","00001966","KABEL NYM 2 X 1,5 ETERNA 100MT","","","","","705000","0","0","","13"
"","00001967","KABEL NYM 2 X 1,5 ETERNA 50MT","","","","","246000","0","0","","4"
"","00001968","KABEL NYM 2 X 1.5 ETERNA ECER","","","","","7500","0","0","","1060"
"","00001969","KABEL NYM 2 X 2,5 ETERNA","","","","","740000","0","0","","9"
"","00001970","KABEL NYM 2 X 2,5 ETERNA 50MT","","","","","NaN","0","0","",""
"","00001972","KABEL NYM 2 X 4 ECER","","","","","NaN","0","0","",""
"","00001973","KABEL NYM 2X2,5 HITAM LMK","","","","","NaN","0","0","",""
"","00001974","KABEL NYM 3 X 1,5 ETERNA 100MT","","","","","759000","0","0","","1"
"","00001975","KABEL NYM 3 X 1,5 ETERNA 50MT","","","","","NaN","0","0","",""
"","00001977","KABEL NYM 3 X 1,5 NYM STANDART","","","","","NaN","0","0","",""
"","00001978","KABEL NYM 3 X 2,5 ETERNA 50MT","","","","","550000","0","0","","1"
"","00001979","KABEL NYM 3 X 2,5  @100 MTR","","","","","1070000","0","0","","17"
"","00001981","KABEL NYM 3 X 4 ETERNA ECER","","","","","NaN","0","0","",""
"","00001982","KABEL NYM 4 X 2,5 ECER","","","","","NaN","0","0","",""
"","00001983","KABEL SETRIKA","","","","","NaN","0","0","",""
"","00001984","KABEL SETRIKA ECER","","","","","NaN","0","0","",""
"","00001985","KABEL TIES 2,5 X 100 MM","","","","","8000","0","26","","61"
"","00001986","KABEL TIES 2,5 X 125 MM","","","","","NaN","0","0","",""
"","00001987","KABEL TIES 2,5 X 150 MM","","","","","10000","0","14","","126"
"","00001988","KABEL TIES 2,5 X 200","","","","","10000","0","27","","215"
"","00001989","KABEL TIES 3,6 X 150 MM","","","","","15000","0","6","","4"
"","00001990","KABEL TIES 3,6 X 200 MM","","","","","NaN","0","0","",""
"","00001991","KABEL TIES 3,6 X 250 MM","","","","","7100","0","12","","170"
"","00001992","KABEL TLP","","","","","NaN","0","0","",""
"","00001993","KACA NAKO 131 X 79 POLOS 5 MM","","","","","NaN","0","0","",""
"","00001994","KACA POLOS 121X27.5","","","","","NaN","0","0","",""
"","00001995","KACA POLOS 122X27.5","","","","","NaN","0","0","",""
"","00001996","KACA POLOS 131 X 79 5 MM","","","","","NaN","0","0","",""
"","00001997","KACA POLOS 131 X 81 5 MM","","","","","NaN","0","0","",""
"","00001998","KACA POLOS 138 X 27,5 CM","","","","","NaN","0","0","",""
"","00001999","KACA POLOS 140 X 102,5 CM","","","","","NaN","0","0","",""
"","00002000","KACA POLOS 146.5 X 27.5","","","","","NaN","0","0","",""
"","00002001","KACA POLOS 147X27.5","","","","","NaN","0","0","",""
"","00002002","KACA POLOS 25,5 X 146,5 CM","","","","","NaN","0","0","",""
"","00002003","KACA POLOS 26,3 X 120,5 CM","","","","","NaN","0","0","",""
"","00002004","KACA POLOS 41 X 27.5 CM","","","","","NaN","0","0","",""
"","00002005","KACA POLOS 41,5 X 24,5 CM","","","","","NaN","0","0","",""
"","00002006","KACA POLOS 41,5 X 25","","","","","NaN","0","0","",""
"","00002007","KACA POLOS 41,5 X 51,5","","","","","NaN","0","0","",""
"","00002008","KACA POLOS 41,5 X 57,5 CM","","","","","NaN","0","0","",""
"","00002009","KACA POLOS 41.3 X 51.5","","","","","NaN","0","0","",""
"","00002010","KACA POLOS 41.3 X51.7","","","","","NaN","0","0","",""
"","00002011","KACA POLOS 41.5 X 51.7","","","","","NaN","0","0","",""
"","00002012","KACA POLOS 41.5 X 52","","","","","NaN","0","0","",""
"","00002013","KACA POLOS 41.5 X 52.5","","","","","NaN","0","0","",""
"","00002014","KACA POLOS 41.5 X 54.5","","","","","NaN","0","0","",""
"","00002015","KACA POLOS 41.7 X 51.7 CM","","","","","NaN","0","0","",""
"","00002016","KACA POLOS 42 X 28","","","","","NaN","0","0","",""
"","00002017","KACA POLOS 42 X 51.5","","","","","NaN","0","0","",""
"","00002018","KACA POLOS 42.5 X 51.5","","","","","NaN","0","0","",""
"","00002019","KACA POLOS 42.5 X 52.5","","","","","NaN","0","0","",""
"","00002020","KACA POLOS 52 X 42 CM","","","","","NaN","0","0","",""
"","00002021","KACA POLOS 56 X 141 CM","","","","","NaN","0","0","",""
"","00002022","KACA POLOS 98 X38","","","","","NaN","0","0","",""
"","00002023","KAIN MAJUN","","","","","12000","0","45","","610"
"","00002024","KAIN PEL BIRU","","","","","NaN","0","0","",""
"","00002025","KAIN PEL PUTIH","","","","","NaN","0","0","",""
"","00002026","KAIN POP","","","","","NaN","0","0","",""
"","00002027","KALENDER BESAR NIPPON","","","","","1","0","0","","25"
"","00002028","KALENDER NIPPON","","","","","1","0","0","","9"
"","00002029","KALENDER SANJAYA","","","","","NaN","0","0","",""
"","00002030","KALENDER TUNGGAL JY","","","","","0","0","0","","25"
"","00002031","KALSIBOARD 120 X 240 ","","","","","57000","0","23","","3372"
"","00002032","KALSIBOARD 120 X 240 8MM","","","","","350000","0","0","","25"
"","00002033","KALSIBOARD 122 X 244 6 MM","","","","","NaN","0","0","",""
"","00002034","KALSIBOARD 6 MM 122 X 244","","","","","101000","0","0","",""
"","00002035","KALSIBOARD LB 120 X 240 4 MM","","","","","45000","0","114","","3778"
"","00002036","KALSIBOARD LB 122 X 244 4 MM","","","","","45000","0","0","","61"
"","00002037","KALSIPLANK MOTIF LB 20 CM","","","","","NaN","0","0","",""
"","00002038","KALSIUM","","","","","38000","0","137","","5884"
"","00002039","KALSIUM ECER","","","","","1500","0","0","","331"
"","00002040","KAMPER 6/10","","","","","NaN","0","0","",""
"","00002041","KANAL C 125 MM","","","","","NaN","0","0","",""
"","00002042","KANAL C 148 X 6 X 20 X 2,3","","","","","NaN","0","0","",""
"","00002043","KANAL C 150 X 2 X 6","","","","","NaN","0","0","",""
"","00002044","C-TRUSS ","","","","","87000","0","78","","7730"
"","00002045","KANEBO","","","","","15000","0","11","","28"
"","00002046","KAOS AQUAPROOF","","","","","1","0","0","","0"
"","00002047","KAOS ATRISCO","","","","","NaN","0","0","",""
"","00002048","KAOS BB","","","","","1","0","0","","122"
"","00002049","KAOS BLOBBY KUNING CEWEK","","","","","NaN","0","0","",""
"","00002050","KAOS BLOBBY KUNING COWOK","","","","","NaN","0","0","",""
"","00002051","KAOS BLOBBY MERAH CEWEK","","","","","NaN","0","0","",""
"","00002052","KAOS BLOBBY ORANGE COWOK","","","","","NaN","0","0","",""
"","00002053","KAOS CATYLAC HADIAH","","","","","NaN","0","0","",""
"","00002054","KAOS DULUX","","","","","NaN","0","0","",""
"","00002055","KAOS DUVON","","","","","NaN","0","0","",""
"","00002056","KAOS EMCO","","","","","NaN","0","0","",""
"","00002057","KAOS JAGUAR","","","","","NaN","0","0","",""
"","00002058","KAOS JOTUN","","","","","NaN","0","0","",""
"","00002059","KAOS KALSI","","","","","NaN","0","0","",""
"","00002060","KAOS MAWAR","","","","","NaN","0","0","",""
"","00002061","KAOS MOWILEX","","","","","NaN","0","0","",""
"","00002062","KAOS NEPTUNE","","","","","NaN","0","0","",""
"","00002063","KAOS NIPPON ABU-ABU  COWOK","","","","","NaN","0","0","",""
"","00002064","KAOS NIPPON BIRU TURKIS COWOK","","","","","1","0","0","","9"
"","00002065","KAOS NIPPON HIJAU TOSCA COWOK","","","","","NaN","0","0","",""
"","00002066","KAOS NIPPON MOCCA COWOK","","","","","NaN","0","0","",""
"","00002067","KAOS OKTAN","","","","","NaN","0","0","",""
"","00002068","KAOS PARAGON","","","","","NaN","0","0","",""
"","00002069","KAOS PREMIUM","","","","","NaN","0","0","",""
"","00002070","KAOS SANJAYA","","","","","NaN","0","0","",""
"","00002071","KAOS STR","","","","","NaN","0","0","",""
"","00002072","KAOS THINNER A SPC","","","","","NaN","0","0","",""
"","00002073","KAOS VINILEX","","","","","1","0","0","","265"
"","00002074","KAP BAMBU 40 WATT","","","","","NaN","0","0","",""
"","00002075","KAPI 2 1/2 FREDER","","","","","NaN","0","0","",""
"","00002076","KAPI FREDER 1 1/2","","","","","NaN","0","0","",""
"","00002077","KAPI FREDER 2''","","","","","NaN","0","0","",""
"","00002078","KAPI FREDER 3""","","","","","10000","0","0","","24"
"","00002079","KAPI GAGANG PLASTIK 2 1/2","","","","","7000","0","0","","136"
"","00002080","KAPI GAGANG PLASTIK 3","","","","","9000","0","0","","237"
"","00002081","KAPI KAYU 11/2","","","","","NaN","0","0","",""
"","00002082","KAPI KAYU 2 1/2""","","","","","8000","0","0","","48"
"","00002083","KAPI KAYU 3""","","","","","8000","0","0","","192"
"","00002084","KAPI KAYU KECIL","","","","","NaN","0","0","",""
"","00002085","KAPI PLASTIK BSR","","","","","NaN","0","0","",""
"","00002086","KAPI PLAT","","","","","15000","0","1","","43"
"","00002087","KAPORIT","","","","","NaN","0","0","",""
"","00002088","KAPORIT","","","","","NaN","0","0","",""
"","00002089","KAPUR BESAR","","","","","NaN","0","0","",""
"","00002090","KAPUR ","","","","","NaN","0","0","",""
"","00002091","KARBIT","","","","","NaN","0","0","",""
"","00002092","KARET PAKU PANCING ECER","","","","","1","0","0","","3750"
